,회사명,종목코드,업종,상장일,최근일 거래량
944,셀트리온,068270,기초 의약물질 및 생물학적 제제 제조업,2018-02-09,3844949.0
945,신라교역,004970,어로 어업,1976-06-30,28218.0
946,신성통상,005390,기타 전문 도매업,1975-12-22,6209383.0
947,신세계,004170,종합 소매업,1985-08-19,125288.0
948,아모레퍼시픽,090430,기타 화학제품 제조업,2006-06-29,216364.0
949,아세아,002030,회사 본부 및 경영 컨설팅 서비스업,1974-06-03,4467.0
950,아이에스동서,010780,"내화, 비내화 요업제품 제조업",1986-01-27,253170.0
951,에스제이엠,123700,자동차 신품 부품 제조업,2010-05-31,43450.0
952,에이리츠,140910,부동산 임대 및 공급업,2011-07-14,25168.0
953,에이엔피,015260,전자부품 제조업,1988-01-18,459330.0
954,엔케이,085310,"구조용 금속제품, 탱크 및 증기발생기 제조업",2008-01-24,1117257.0
955,엔피씨,004250,플라스틱제품 제조업,1969-09-08,18079.0
956,영원무역홀딩스,009970,기타 금융업,1988-11-07,11880.0
957,우리들휴브레인,118000,기계장비 및 관련 물품 도매업,2009-12-30,753228.0
958,우신시스템,017370,특수 목적용 기계 제조업,2002-05-28,359225.0
959,우진,105840,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2010-07-26,161941.0
960,우진플라임,049800,특수 목적용 기계 제조업,2006-05-24,21332.0
961,유니드,014830,기초 화학물질 제조업,2004-12-03,35489.0
962,유진증권,001200,금융 지원 서비스업,1987-08-24,1302243.0
963,이건산업,008250,나무제품 제조업,1988-10-21,224190.0
964,이연제약,102460,의약품 제조업,2010-06-10,104881.0
965,인스코비,006490,전기 통신업,1985-01-17,846380.0
966,일양약품,007570,의약품 제조업,1974-08-28,2631908.0
967,조광페인트,004910,기타 화학제품 제조업,1976-12-27,69031.0
968,조선내화,000480,"내화, 비내화 요업제품 제조업",1978-06-30,4104.0
969,지누스,013890,가구 제조업,2019-10-30,108805.0
970,진에어,272450,항공 여객 운송업,2017-12-08,331836.0
971,참엔지니어링,009310,특수 목적용 기계 제조업,1987-11-12,582875.0
972,케이씨씨,002380,기타 화학제품 제조업,1973-06-25,130618.0
973,케이씨씨글라스,344820,유리 및 유리제품 제조업,2020-01-21,339919.0
974,코리아오토글라스,152330,유리 및 유리제품 제조업,2015-12-29,151720.0
975,코오롱글로벌,003070,토목 건설업,1978-09-15,82463.0
976,태경케미컬,006890,기초 화학물질 제조업,2003-01-28,141249.0
977,태광산업,003240,화학섬유 제조업,1975-12-27,2448.0
978,토니모리,214420,기타 화학제품 제조업,2015-07-10,131726.0
979,페이퍼코리아,001020,"펄프, 종이 및 판지 제조업",1976-06-26,55926.0
980,포스코,005490,1차 철강 제조업,1988-06-10,460891.0
981,하나니켈2호,099350,신탁업 및 집합투자업,2008-02-01,192014.0
982,하나제약,293480,의약품 제조업,2018-10-02,443871.0
983,한국금융지주,071050,기타 금융업,2003-07-21,536997.0
984,한국쉘석유,002960,석유 정제품 제조업,1988-08-10,8547.0
985,한국화장품제조,003350,기타 화학제품 제조업,1978-02-06,73950.0
986,한미글로벌,053690,"건축기술, 엔지니어링 및 관련 기술 서비스업",2009-06-23,68385.0
987,한솔피엔에스,010420,기타 전문 도매업,1989-05-31,158245.0
988,한양증권,001750,금융 지원 서비스업,1988-03-04,91880.0
989,한진중공업,097230,토목 건설업,2007-08-31,293743.0
990,한진중공업홀딩스,003480,연료용 가스 제조 및 배관공급업,1956-03-03,68174.0
991,한진칼,180640,항공 여객 운송업,2013-09-16,1312984.0
992,한화,000880,기타 화학제품 제조업,1976-06-24,1569664.0
993,한화솔루션,009830,기초 화학물질 제조업,1974-06-19,4021908.0
994,현대에너지솔루션,322000,반도체 제조업,2019-11-19,271918.0
995,현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2017-05-10,527320.0
996,현대제철,004020,1차 철강 제조업,1987-05-23,1293820.0
997,황금에스티,032560,1차 비철금속 제조업,2009-10-29,98021.0
998,DSC인베스트먼트,241520,신탁업 및 집합투자업,2016-12-19,532952.0
999,NHN벅스,104200,소프트웨어 개발 및 공급업,2009-10-06,33464.0
1000,SDN,099220,기계장비 및 관련 물품 도매업,2009-05-19,2323862.0
1001,SK4호스팩,307070,금융 지원 서비스업,2018-12-07,424.0
1002,SKC 솔믹스,057500,전자부품 제조업,2001-12-26,475129.0
1003,SK머티리얼즈,036490,기초 화학물질 제조업,1999-12-14,44397.0
1004,UCI,038340,일반 교습 학원,2001-11-22,88327.0
1005,WI,073570,특수 목적용 기계 제조업,2004-01-06,424218.0
1006,가비아,079940,소프트웨어 개발 및 공급업,2005-10-19,331005.0
1007,경남스틸,039240,1차 철강 제조업,2000-03-07,78471.0
1008,국일신동,060480,1차 비철금속 제조업,2014-12-29,228036.0
1009,글로벌텍스프리,204620,금융 지원 서비스업,2014-11-19,291881.0
1010,글로본,019660,상품 종합 도매업,1992-06-04,138034.0
1011,나노,187790,기초 화학물질 제조업,2014-05-08,278912.0
1012,네오셈,253590,특수 목적용 기계 제조업,2018-04-04,674323.0
1013,네오위즈홀딩스,042420,소프트웨어 개발 및 공급업,2000-06-27,34976.0
1014,네온테크,306620,특수 목적용 기계 제조업,2018-10-31,929708.0
1015,네이블커뮤니케이션즈,153460,소프트웨어 개발 및 공급업,2012-07-19,8672.0
1016,넥스트BT,065170,음·식료품 및 담배 도매업,2002-11-19,1712780.0
1017,대성미생물,036480,의약품 제조업,2000-04-04,128729.0
1018,대신밸런스제7호스팩,332290,금융 지원 서비스업,2019-10-11,1071.0
1019,대양전기공업,108380,선박 및 보트 건조업,2011-07-08,23905.0
1020,대원,007680,건물 건설업,2017-12-01,38994.0
1021,대한뉴팜,054670,의약품 제조업,2002-02-26,353819.0
1022,덕산테코피아,317330,기타 화학제품 제조업,2019-08-02,384272.0
1023,덕산하이메탈,077360,반도체 제조업,2005-10-14,123235.0
1024,동국산업,005160,1차 철강 제조업,1999-06-25,202547.0
1025,동국제약,086450,의약품 제조업,2007-05-29,133163.0
1026,동진쎄미켐,005290,기초 화학물질 제조업,1999-12-21,2666671.0
1027,디바이스이엔지,187870,특수 목적용 기계 제조업,2017-12-20,146129.0
1028,디알젬,263690,의료용 기기 제조업,2018-11-22,489450.0
1029,디에스티,033430,특수 목적용 기계 제조업,1998-05-25,0.0
1030,라이브파이낸셜,036170,반도체 제조업,1999-12-21,1427491.0
1031,라이온켐텍,171120,기타 화학제품 제조업,2013-11-19,15063.0
1032,러셀,217500,특수 목적용 기계 제조업,2015-06-16,568555.0
1033,레이크머티리얼즈,281740,기타 화학제품 제조업,2017-12-12,1568546.0
1034,로지시스,067730,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2015-07-29,11282023.0
1035,링네트,042500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2002-01-10,524194.0
1036,마이크로프랜드,147760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2016-12-12,512168.0
1037,메가스터디교육,215200,일반 교습 학원,2015-05-04,170378.0
1038,모헨즈,006920,"시멘트, 석회, 플라스터 및 그 제품 제조업",1989-01-05,302308.0
1039,민앤지,214180,기타 정보 서비스업,2015-06-30,239836.0
1040,바이온,032980,음·식료품 및 담배 도매업,1997-08-06,641348.0
1041,비에이치아이,083650,일반 목적용 기계 제조업,2005-12-02,115026.0
1042,삼원테크,073640,기타 금속 가공제품 제조업,2004-01-06,346320.0
1043,새로닉스,042600,전자부품 제조업,2002-10-01,48275.0
1044,서연탑메탈,019770,특수 목적용 기계 제조업,2011-06-24,83022.0
1045,서울반도체,046890,반도체 제조업,2002-01-17,989861.0
1046,서울전자통신,027040,기계장비 및 관련 물품 도매업,1999-12-03,282562.0
1047,서원인텍,093920,통신 및 방송 장비 제조업,2007-12-20,255224.0
1048,선데이토즈,123420,소프트웨어 개발 및 공급업,2010-11-10,458960.0
1049,성호전자,043260,전자부품 제조업,2001-11-29,154591.0
1050,세원,234100,자동차 신품 부품 제조업,2017-10-20,1010467.0
1051,셀트리온제약,068760,의약품 제조업,2006-02-03,1980889.0
1052,슈프리마에이치큐,094840,통신 및 방송 장비 제조업,2008-07-11,78299.0
1053,스타플렉스,115570,플라스틱제품 제조업,2010-01-27,226381.0
1054,스튜디오드래곤,253450,"영화, 비디오물, 방송프로그램 제작 및 배급업",2017-11-24,395158.0
1055,시노펙스,025320,전자부품 제조업,1995-04-20,5230313.0
1056,신원종합개발,017000,건물 건설업,1994-12-07,41345.0
1057,신흥에스이씨,243840,일차전지 및 축전지 제조업,2017-09-27,163793.0
1058,씨앤지하이테크,264660,특수 목적용 기계 제조업,2018-01-25,162957.0
1059,씨티씨바이오,060590,의약품 제조업,2002-02-21,418772.0
1060,아세아텍,050860,특수 목적용 기계 제조업,2010-01-26,341419.0
1061,아스타,246720,의료용품 및 기타 의약 관련제품 제조업,2017-03-20,213028.0
1062,아시아종묘,154030,작물 재배업,2018-02-12,220102.0
1063,아우딘퓨쳐스,227610,기타 화학제품 제조업,2017-07-12,21432.0
1064,아이엘사이언스,307180,전구 및 조명장치 제조업,2018-12-21,1471443.0
1065,아이진,185490,자연과학 및 공학 연구개발업,2015-11-16,2149006.0
1066,아이큐어,175250,의약품 제조업,2018-07-12,652592.0
1067,아이크래프트,052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2005-01-03,12766249.0
1068,알에스오토메이션,140670,전자부품 제조업,2017-08-11,136127.0
1069,액트,131400,전자부품 제조업,2010-12-27,461719.0
1070,에스디생명공학,217480,기타 화학제품 제조업,2017-03-02,219601.0
1071,에스모 머티리얼즈,087730,합성고무 및 플라스틱 물질 제조업,2008-04-04,0.0
1072,에스텍파마,041910,의약품 제조업,2004-02-06,502524.0
1073,에이비프로바이오,195990,특수 목적용 기계 제조업,2015-04-13,19012903.0
1074,에이스테크,088800,통신 및 방송 장비 제조업,2006-03-27,1031144.0
1075,에이치엔티,176440,전자부품 제조업,2016-11-28,0.0
1076,에이치엘사이언스,239610,기타 식품 제조업,2016-10-28,183574.0
1077,에이티세미콘,089530,반도체 제조업,2011-11-11,374787.0
1078,에이팩트,200470,"그외 기타 전문, 과학 및 기술 서비스업",2014-12-26,725100.0
1079,에이프로젠 H&G,109960,기타 전문 도매업,2009-11-13,1168841.0
1080,에코플라스틱,038110,자동차 신품 부품 제조업,2000-03-23,251294.0
1081,엑사이엔씨,054940,실내건축 및 건축마무리 공사업,2001-12-13,1297614.0
1082,엔에스,217820,특수 목적용 기계 제조업,2015-12-07,304625.0
1083,엔피디,198080,전자부품 제조업,2020-03-16,829040.0
1084,엘오티베큠,083310,특수 목적용 기계 제조업,2005-10-05,561719.0
1085,엠플러스,259630,특수 목적용 기계 제조업,2017-09-20,78794.0
1086,예스24,053280,무점포 소매업,2008-05-07,45920.0
1087,오가닉티코스메틱,900300,기타 금융업,2016-11-04,917234.0
1088,옵트론텍,082210,사진장비 및 광학기기 제조업,2005-06-24,497837.0
1089,옵티팜,153710,의료용품 및 기타 의약 관련제품 제조업,2018-10-26,502311.0
1090,와이솔,122990,전자부품 제조업,2010-09-10,658743.0
1091,와이아이케이,232140,특수 목적용 기계 제조업,2015-12-24,394095.0
1092,우노앤컴퍼니,114630,화학섬유 제조업,2010-01-15,48795.0
1093,우리산업홀딩스,072470,자동차 신품 부품 제조업,2003-10-28,518052.0
1094,우림기계,101170,일반 목적용 기계 제조업,2009-04-28,51345.0
1095,우양,103840,"과실, 채소 가공 및 저장 처리업",2019-11-20,314497.0
1096,원익,032940,기계장비 및 관련 물품 도매업,1997-07-18,100412.0
1097,유성티엔에스,024800,육상 여객 운송업,1999-12-10,96999.0
1098,유에스티,263770,1차 철강 제조업,2017-04-06,225476.0
1099,이노인스트루먼트,215790,통신 및 방송 장비 제조업,2015-05-08,730725.0
1100,이디티,215090,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2015-04-28,430012.0
1101,이루온,065440,소프트웨어 개발 및 공급업,2003-01-28,828927.0
1102,이엘피,063760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017-04-06,65507.0
1103,이지홀딩스,035810,동물용 사료 및 조제식품 제조업,1999-11-23,8527000.0
1104,이트론,096040,기타 전문 도매업,2008-01-25,8161588.0
1105,인터파크,108790,무점포 소매업,2014-02-06,147606.0
1106,인터플렉스,051370,전자부품 제조업,2003-01-22,667061.0
1107,일야,058450,통신 및 방송 장비 제조업,2002-01-17,413667.0
1108,잉글우드랩,950140,기타 화학제품 제조업,2016-10-14,169821.0
1109,전파기지국,065530,전기 통신업,2002-06-04,2552005.0
1110,제너셈,217190,특수 목적용 기계 제조업,2015-09-25,241907.0
1111,제넨바이오,072520,폐기물 처리업,2004-10-29,25267390.0
1112,제노레이,122310,의료용 기기 제조업,2018-05-28,311740.0
1113,제로투세븐,159580,생활용품 도매업,2013-02-19,255256.0
1114,제룡전기,033100,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1997-08-18,201627.0
1115,제이씨현시스템,033320,기계장비 및 관련 물품 도매업,1997-11-10,1005647.0
1116,조광ILI,044060,일반 목적용 기계 제조업,2001-01-18,131341.0
1117,초록뱀,047820,"영화, 비디오물, 방송프로그램 제작 및 배급업",2002-12-24,4115331.0
1118,칩스앤미디어,094360,소프트웨어 개발 및 공급업,2015-08-05,331954.0
1119,컴퍼니케이,307930,기타 금융업,2019-05-23,281767.0
1120,케이사인,192250,소프트웨어 개발 및 공급업,2014-04-28,1237673.0
1121,케이씨에스,115500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2010-04-14,2238120.0
1122,케이아이엔엑스,093320,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2011-02-08,54301.0
1123,켐온,217600,자연과학 및 공학 연구개발업,2015-06-26,1596120.0
1124,코맥스,036690,통신 및 방송 장비 제조업,2000-01-18,249798.0
1125,코세스,089890,특수 목적용 기계 제조업,2006-11-08,92282.0
1126,코스메카코리아,241710,기타 화학제품 제조업,2016-10-28,93974.0
1127,코엔텍,029960,폐기물 처리업,2004-06-18,927379.0
1128,코텍,052330,영상 및 음향기기 제조업,2001-07-10,125607.0
1129,큐캐피탈,016600,기타 금융업,1993-06-21,1000643.0
1130,크리스탈신소재,900250,기타 금융업,2016-01-28,1702337.0
1131,타이거일렉,219130,전자부품 제조업,2015-09-25,43668.0
1132,티로보틱스,117730,특수 목적용 기계 제조업,2018-11-29,64477.0
1133,파마리서치프로덕트,214450,생활용품 도매업,2015-07-24,206550.0
1134,파인디앤씨,049120,전자부품 제조업,2001-07-26,181381.0
1135,파인텍,131760,특수 목적용 기계 제조업,2015-08-17,1803645.0
1136,펩트론,087010,기초 의약물질 및 생물학적 제제 제조업,2015-07-22,1481237.0
1137,포스링크,056730,기타 전문 도매업,2002-01-04,0.0
1138,풍국주정,023900,알코올음료 제조업,1994-11-23,688557.0
1139,퓨쳐켐,220100,의약품 제조업,2016-12-01,17395.0
